county,lag,Model type,variable,estimate,std.error,statistic,p.value,conf.low,conf.high,r_squared,AIC,adj_r_squared,significance
Nyandarua,3,Individual,Camel incidence,,,,,,,0.000566815863781441,1275.01736837473,-0.009,
Nyandarua,3,Individual,Sheep incidence,,,,,,,0.000566815863781441,1275.01736837473,-0.009,
Nyandarua,3,Individual,Cattle incidence,8.1,33.678,0.241,0.81,-47.301,63.501,0.000566815863781441,1275.01736837473,-0.009,Not Significant
Nyandarua,3,Individual,Goat Incidence,,,,,,,0.000566815863781441,1275.01736837473,-0.009,
Nyandarua,4,Individual,(Intercept),6.495,44.635,0.146,0.885,-66.929,79.92,4.34907842411806e-05,1263.85189672285,-0.01,Not Significant
Nyandarua,4,Individual,Camel incidence,,,,,,,4.34907842411806e-05,1263.85189672285,-0.01,
Nyandarua,4,Individual,Sheep incidence,,,,,,,4.34907842411806e-05,1263.85189672285,-0.01,
Nyandarua,4,Individual,Cattle incidence,2.244,33.851,0.066,0.947,-53.442,57.929,4.34907842411806e-05,1263.85189672285,-0.01,Not Significant
Nyandarua,4,Individual,Goat Incidence,,,,,,,4.34907842411806e-05,1263.85189672285,-0.01,
Nyandarua,5,Individual,(Intercept),4.515,45.023,0.1,0.92,-69.548,78.579,0.000429089397383253,1252.39266708017,-0.01,Not Significant
Nyandarua,5,Individual,Camel incidence,,,,,,,0.000429089397383253,1252.39266708017,-0.01,
Nyandarua,5,Individual,Sheep incidence,,,,,,,0.000429089397383253,1252.39266708017,-0.01,
Nyandarua,5,Individual,Cattle incidence,-7.04,33.98,-0.207,0.836,-62.937,48.857,0.000429089397383253,1252.39266708017,-0.01,Not Significant
Nyandarua,5,Individual,Goat Incidence,,,,,,,0.000429089397383253,1252.39266708017,-0.01,
Nyandarua,6,Individual,(Intercept),6.846,45.395,0.151,0.88,-67.83,81.521,0.00116902429338475,1240.81992352168,-0.009,Not Significant
Nyandarua,6,Individual,Camel incidence,,,,,,,0.00116902429338475,1240.81992352168,-0.009,
Nyandarua,6,Individual,Sheep incidence,,,,,,,0.00116902429338475,1240.81992352168,-0.009,
Nyandarua,6,Individual,Cattle incidence,-11.605,34.092,-0.34,0.734,-67.687,44.477,0.00116902429338475,1240.81992352168,-0.009,Not Significant
Nyandarua,6,Individual,Goat Incidence,,,,,,,0.00116902429338475,1240.81992352168,-0.009,
Nyeri,0,Combined,(Intercept),1.175,6.74,0.174,0.862,-9.912,12.262,0.00819525987903445,912.291589546491,-0.001,Not Significant
Nyeri,0,Combined,Total animal incidence,-0.684,0.734,-0.931,0.354,-1.892,0.524,0.00819525987903445,912.291589546491,-0.001,Not Significant
Nyeri,1,Combined,(Intercept),0.925,6.804,0.136,0.892,-10.268,12.117,0.00687941895971981,904.810376760892,-0.003,Not Significant
Nyeri,1,Combined,Total animal incidence,0.626,0.738,0.849,0.398,-0.587,1.84,0.00687941895971981,904.810376760892,-0.003,Not Significant
Nyeri,2,Combined,(Intercept),0.709,6.791,0.104,0.917,-10.462,11.879,0.0285009523023227,894.908990732975,0.019,Not Significant
Nyeri,2,Combined,Total animal incidence,-1.274,0.733,-1.738,0.085,-2.479,-0.068,0.0285009523023227,894.908990732975,0.019,Significant
Nyeri,3,Combined,(Intercept),1.169,6.655,0.176,0.861,-9.778,12.116,0.0806633695973703,881.228531380675,0.072,Not Significant
Nyeri,3,Combined,Total animal incidence,2.138,0.715,2.992,0.003,0.962,3.314,0.0806633695973703,881.228531380675,0.072,Significant
Nyeri,4,Combined,(Intercept),0.642,6.902,0.093,0.926,-10.712,11.995,0.0245458444080625,879.307996057429,0.015,Not Significant
Nyeri,4,Combined,Total animal incidence,-1.176,0.738,-1.594,0.114,-2.39,0.037,0.0245458444080625,879.307996057429,0.015,Not Significant
Nyeri,5,Combined,(Intercept),1.178,7.036,0.167,0.867,-10.396,12.753,1.20028368682932e-05,873.748086201137,-0.01,Not Significant
Nyeri,5,Combined,Total animal incidence,-0.026,0.748,-0.035,0.972,-1.257,1.205,1.20028368682932e-05,873.748086201137,-0.01,Not Significant
Nyeri,6,Combined,(Intercept),1.245,7.088,0.176,0.861,-10.415,12.905,0.00509751846781484,865.711731087973,-0.005,Not Significant
Nyeri,6,Combined,Total animal incidence,0.534,0.75,0.712,0.478,-0.7,1.768,0.00509751846781484,865.711731087973,-0.005,Not Significant
Nyeri,0,Individual,(Intercept),1.175,6.74,0.174,0.862,-9.912,12.262,0.00819525987903445,912.291589546491,-0.001,Not Significant
Nyeri,0,Individual,Camel incidence,,,,,,,0.00819525987903445,912.291589546491,-0.001,
Nyeri,0,Individual,Sheep incidence,,,,,,,0.00819525987903445,912.291589546491,-0.001,
Nyeri,0,Individual,Cattle incidence,-0.684,0.734,-0.931,0.354,-1.892,0.524,0.00819525987903445,912.291589546491,-0.001,Not Significant
Nyeri,0,Individual,Goat Incidence,,,,,,,0.00819525987903445,912.291589546491,-0.001,
Nyeri,1,Individual,(Intercept),0.925,6.804,0.136,0.892,-10.268,12.117,0.00687941895971981,904.810376760892,-0.003,Not Significant
Nyeri,1,Individual,Camel incidence,,,,,,,0.00687941895971981,904.810376760892,-0.003,
Nyeri,1,Individual,Sheep incidence,,,,,,,0.00687941895971981,904.810376760892,-0.003,
Nyeri,1,Individual,Cattle incidence,0.626,0.738,0.849,0.398,-0.587,1.84,0.00687941895971981,904.810376760892,-0.003,Not Significant
Nyeri,1,Individual,Goat Incidence,,,,,,,0.00687941895971981,904.810376760892,-0.003,
Nyeri,2,Individual,(Intercept),0.709,6.791,0.104,0.917,-10.462,11.879,0.0285009523023227,894.908990732975,0.019,Not Significant
Nyeri,2,Individual,Camel incidence,,,,,,,0.0285009523023227,894.908990732975,0.019,
Nyeri,2,Individual,Sheep incidence,,,,,,,0.0285009523023227,894.908990732975,0.019,
Nyeri,2,Individual,Cattle incidence,-1.274,0.733,-1.738,0.085,-2.479,-0.068,0.0285009523023227,894.908990732975,0.019,Significant
Nyeri,2,Individual,Goat Incidence,,,,,,,0.0285009523023227,894.908990732975,0.019,
Nyeri,3,Individual,(Intercept),1.169,6.655,0.176,0.861,-9.778,12.116,0.0806633695973703,881.228531380675,0.072,Not Significant
Nyeri,3,Individual,Camel incidence,,,,,,,0.0806633695973703,881.228531380675,0.072,
Nyeri,3,Individual,Sheep incidence,,,,,,,0.0806633695973703,881.228531380675,0.072,
Nyeri,3,Individual,Cattle incidence,2.138,0.715,2.992,0.003,0.962,3.314,0.0806633695973703,881.228531380675,0.072,Significant
Nyeri,3,Individual,Goat Incidence,,,,,,,0.0806633695973703,881.228531380675,0.072,
Nyeri,4,Individual,(Intercept),0.642,6.902,0.093,0.926,-10.712,11.995,0.0245458444080625,879.307996057429,0.015,Not Significant
Nyeri,4,Individual,Camel incidence,,,,,,,0.0245458444080625,879.307996057429,0.015,
Nyeri,4,Individual,Sheep incidence,,,,,,,0.0245458444080625,879.307996057429,0.015,
Nyeri,4,Individual,Cattle incidence,-1.176,0.738,-1.594,0.114,-2.39,0.037,0.0245458444080625,879.307996057429,0.015,Not Significant
Nyeri,4,Individual,Goat Incidence,,,,,,,0.0245458444080625,879.307996057429,0.015,
Nyeri,5,Individual,(Intercept),1.178,7.036,0.167,0.867,-10.396,12.753,1.20028368682932e-05,873.748086201137,-0.01,Not Significant
Nyeri,5,Individual,Camel incidence,,,,,,,1.20028368682932e-05,873.748086201137,-0.01,
Nyeri,5,Individual,Sheep incidence,,,,,,,1.20028368682932e-05,873.748086201137,-0.01,
Nyeri,5,Individual,Cattle incidence,-0.026,0.748,-0.035,0.972,-1.257,1.205,1.20028368682932e-05,873.748086201137,-0.01,Not Significant
Nyeri,5,Individual,Goat Incidence,,,,,,,1.20028368682932e-05,873.748086201137,-0.01,
Nyeri,6,Individual,(Intercept),1.245,7.088,0.176,0.861,-10.415,12.905,0.00509751846781484,865.711731087973,-0.005,Not Significant
Nyeri,6,Individual,Camel incidence,,,,,,,0.00509751846781484,865.711731087973,-0.005,
Nyeri,6,Individual,Sheep incidence,,,,,,,0.00509751846781484,865.711731087973,-0.005,
Nyeri,6,Individual,Cattle incidence,0.534,0.75,0.712,0.478,-0.7,1.768,0.00509751846781484,865.711731087973,-0.005,Not Significant
Nyeri,6,Individual,Goat Incidence,,,,,,,0.00509751846781484,865.711731087973,-0.005,
Samburu,0,Combined,(Intercept),4.596,58.852,0.078,0.938,-92.216,101.407,0.00208839122358136,1375.41191777184,-0.007,Not Significant
Samburu,0,Combined,Total animal incidence,-6.689,14.269,-0.469,0.64,-30.162,16.784,0.00208839122358136,1375.41191777184,-0.007,Not Significant
Samburu,1,Combined,(Intercept),3.562,59.413,0.06,0.952,-94.172,101.296,0.00153437685941562,1363.65362998681,-0.008,Not Significant
Samburu,1,Combined,Total animal incidence,-5.735,14.346,-0.4,0.69,-29.334,17.864,0.00153437685941562,1363.65362998681,-0.008,Not Significant
Samburu,2,Combined,(Intercept),2.161,59.868,0.036,0.971,-96.322,100.644,1.37042212997937e-05,1351.997247838,-0.01,Not Significant
Samburu,2,Combined,Total animal incidence,-0.821,21.854,-0.038,0.97,-36.772,35.13,1.37042212997937e-05,1351.997247838,-0.01,Not Significant
Samburu,3,Combined,(Intercept),2.717,60.436,0.045,0.964,-96.701,102.135,0.000358512588773651,1340.12852831532,-0.009,Not Significant
Samburu,3,Combined,Total animal incidence,4.199,21.957,0.191,0.849,-31.919,40.318,0.000358512588773651,1340.12852831532,-0.009,Not Significant
Samburu,4,Combined,(Intercept),2.527,61.027,0.041,0.967,-97.862,102.916,0.000416235362574628,1328.28857351498,-0.009,Not Significant
Samburu,4,Combined,Total animal incidence,-4.525,22.064,-0.205,0.838,-40.821,31.771,0.000416235362574628,1328.28857351498,-0.009,Not Significant
Samburu,5,Combined,(Intercept),2.188,61.5,0.036,0.972,-98.98,103.356,0.00463318770799452,1316.01155491847,-0.005,Not Significant
Samburu,5,Combined,Total animal incidence,-15.096,22.127,-0.682,0.497,-51.496,21.303,0.00463318770799452,1316.01155491847,-0.005,Not Significant
Samburu,6,Combined,(Intercept),2.21,62.225,0.036,0.972,-100.15,104.569,0.00112087132857067,1304.5191415974,-0.009,Not Significant
Samburu,6,Combined,Total animal incidence,7.425,22.278,0.333,0.74,-29.222,44.072,0.00112087132857067,1304.5191415974,-0.009,Not Significant
Samburu,0,Individual,(Intercept),0.412,58.3,0.007,0.994,-95.492,96.316,0.031614700813109,1374.1982091949,0.013,Not Significant
Samburu,0,Individual,Camel incidence,,,,,,,0.031614700813109,1374.1982091949,0.013,
Samburu,0,Individual,Sheep incidence,-54.02,30.1,-1.795,0.076,-103.534,-4.507,0.031614700813109,1374.1982091949,0.013,Significant
Samburu,0,Individual,Cattle incidence,,,,,,,0.031614700813109,1374.1982091949,0.013,
Samburu,0,Individual,Goat Incidence,6.676,15.995,0.417,0.677,-19.635,32.987,0.031614700813109,1374.1982091949,0.013,Not Significant
Samburu,1,Individual,(Intercept),5.36,59.571,0.09,0.928,-92.635,103.355,0.00735479337443078,1365.03390967921,-0.012,Not Significant
Samburu,1,Individual,Camel incidence,,,,,,,0.00735479337443078,1365.03390967921,-0.012,
Samburu,1,Individual,Sheep incidence,15.276,30.62,0.499,0.619,-35.093,65.646,0.00735479337443078,1365.03390967921,-0.012,Not Significant
Samburu,1,Individual,Cattle incidence,,,,,,,0.00735479337443078,1365.03390967921,-0.012,
Samburu,1,Individual,Goat Incidence,-11.673,16.278,-0.717,0.475,-38.45,15.104,0.00735479337443078,1365.03390967921,-0.012,Not Significant
Samburu,2,Individual,(Intercept),2.161,59.824,0.036,0.971,-96.249,100.571,0.011189507641636,1352.81716577233,-0.008,Not Significant
Samburu,2,Individual,Camel incidence,,,,,,,0.011189507641636,1352.81716577233,-0.008,
Samburu,2,Individual,Sheep incidence,22.361,30.709,0.728,0.468,-28.156,72.878,0.011189507641636,1352.81716577233,-0.008,Not Significant
Samburu,2,Individual,Cattle incidence,,,,,,,0.011189507641636,1352.81716577233,-0.008,
Samburu,2,Individual,Goat Incidence,-24.538,31.062,-0.79,0.431,-75.634,26.559,0.011189507641636,1352.81716577233,-0.008,Not Significant
Samburu,3,Individual,(Intercept),2.717,60.734,0.045,0.964,-97.191,102.625,0.000378865446495838,1342.12641083743,-0.019,Not Significant
Samburu,3,Individual,Camel incidence,,,,,,,0.000378865446495838,1342.12641083743,-0.019,
Samburu,3,Individual,Sheep incidence,3.21,31.028,0.103,0.918,-47.831,54.251,0.000378865446495838,1342.12641083743,-0.019,Not Significant
Samburu,3,Individual,Cattle incidence,,,,,,,0.000378865446495838,1342.12641083743,-0.019,
Samburu,3,Individual,Goat Incidence,5.212,31.384,0.166,0.868,-46.415,56.838,0.000378865446495838,1342.12641083743,-0.019,Not Significant
Samburu,4,Individual,(Intercept),2.527,61.15,0.041,0.967,-98.065,103.119,0.00631401809154276,1329.67904899387,-0.014,Not Significant
Samburu,4,Individual,Camel incidence,,,,,,,0.00631401809154276,1329.67904899387,-0.014,
Samburu,4,Individual,Sheep incidence,-21.365,31.09,-0.687,0.494,-72.508,29.778,0.00631401809154276,1329.67904899387,-0.014,Not Significant
Samburu,4,Individual,Cattle incidence,,,,,,,0.00631401809154276,1329.67904899387,-0.014,
Samburu,4,Individual,Goat Incidence,12.703,31.446,0.404,0.687,-39.026,64.432,0.00631401809154276,1329.67904899387,-0.014,Not Significant
Samburu,5,Individual,(Intercept),2.188,61.773,0.035,0.972,-99.429,103.805,0.00581547704765993,1317.89032806223,-0.014,Not Significant
Samburu,5,Individual,Camel incidence,,,,,,,0.00581547704765993,1317.89032806223,-0.014,
Samburu,5,Individual,Sheep incidence,-22.636,31.254,-0.724,0.471,-74.049,28.777,0.00581547704765993,1317.89032806223,-0.014,Not Significant
Samburu,5,Individual,Cattle incidence,,,,,,,0.00581547704765993,1317.89032806223,-0.014,
Samburu,5,Individual,Goat Incidence,-7.383,31.612,-0.234,0.816,-59.385,44.619,0.00581547704765993,1317.89032806223,-0.014,Not Significant
Samburu,6,Individual,(Intercept),2.21,62.53,0.035,0.972,-100.653,105.072,0.00147009061907142,1306.48382469633,-0.019,Not Significant
Samburu,6,Individual,Camel incidence,,,,,,,0.00147009061907142,1306.48382469633,-0.019,
Samburu,6,Individual,Sheep incidence,3.328,31.482,0.106,0.916,-48.459,55.115,0.00147009061907142,1306.48382469633,-0.019,Not Significant
Samburu,6,Individual,Cattle incidence,,,,,,,0.00147009061907142,1306.48382469633,-0.019,
Samburu,6,Individual,Goat Incidence,11.617,31.842,0.365,0.716,-40.763,63.998,0.00147009061907142,1306.48382469633,-0.019,Not Significant
Siaya,0,Combined,(Intercept),4.179,23.119,0.181,0.857,-33.851,42.209,0.00968158524043176,1176.06976299523,0,Not Significant
Siaya,0,Combined,Total animal incidence,6.5,6.416,1.013,0.313,-4.054,17.054,0.00968158524043176,1176.06976299523,0,Not Significant
Siaya,1,Combined,(Intercept),4.062,23.441,0.173,0.863,-34.499,42.623,0.000940743260886841,1167.05862680703,-0.009,Not Significant
Siaya,1,Combined,Total animal incidence,2.026,6.475,0.313,0.755,-8.625,12.677,0.000940743260886841,1167.05862680703,-0.009,Not Significant
Siaya,2,Combined,(Intercept),4.416,23.508,0.188,0.851,-34.255,43.087,0.0140395455525898,1155.69059907683,0.004,Not Significant
Siaya,2,Combined,Total animal incidence,-7.826,6.462,-1.211,0.229,-18.457,2.804,0.0140395455525898,1155.69059907683,0.004,Not Significant
Siaya,3,Combined,(Intercept),4.352,23.856,0.182,0.856,-34.892,43.596,0.00405347751615246,1146.78367056297,-0.006,Not Significant
Siaya,3,Combined,Total animal incidence,-4.205,6.527,-0.644,0.521,-14.942,6.531,0.00405347751615246,1146.78367056297,-0.006,Not Significant
Siaya,4,Combined,(Intercept),3.677,22.958,0.16,0.873,-34.089,41.443,0.0947285954381672,1126.89447624104,0.086,Not Significant
Siaya,4,Combined,Total animal incidence,20.321,6.251,3.251,0.002,10.039,30.604,0.0947285954381672,1126.89447624104,0.086,Significant
Siaya,5,Combined,(Intercept),4.135,23.968,0.173,0.863,-35.293,43.562,0.0322380862121607,1123.77867604912,0.023,Not Significant
Siaya,5,Combined,Total animal incidence,-11.853,6.494,-1.825,0.071,-22.535,-1.17,0.0322380862121607,1123.77867604912,0.023,Significant
Siaya,6,Combined,(Intercept),4.252,24.58,0.173,0.863,-36.182,44.686,0.00222507788862391,1116.8974790178,-0.008,Not Significant
Siaya,6,Combined,Total animal incidence,3.114,6.627,0.47,0.639,-7.788,14.015,0.00222507788862391,1116.8974790178,-0.008,Not Significant
Siaya,0,Individual,(Intercept),4.179,23.134,0.181,0.857,-33.877,42.234,0.017812409809935,1177.18763320263,-0.001,Not Significant
Siaya,0,Individual,Camel incidence,,,,,,,0.017812409809935,1177.18763320263,-0.001,
Siaya,0,Individual,Sheep incidence,,,,,,,0.017812409809935,1177.18763320263,-0.001,
Siaya,0,Individual,Cattle incidence,23.933,19.855,1.205,0.231,-8.728,56.595,0.017812409809935,1177.18763320263,-0.001,Not Significant
Siaya,0,Individual,Goat Incidence,0.036,9.473,0.004,0.997,-15.547,15.62,0.017812409809935,1177.18763320263,-0.001,Not Significant
Siaya,1,Individual,(Intercept),4.062,23.499,0.173,0.863,-34.593,42.717,0.00569501255834846,1168.55299568359,-0.014,Not Significant
Siaya,1,Individual,Camel incidence,,,,,,,0.00569501255834846,1168.55299568359,-0.014,
Siaya,1,Individual,Sheep incidence,,,,,,,0.00569501255834846,1168.55299568359,-0.014,
Siaya,1,Individual,Cattle incidence,15.357,20.074,0.765,0.446,-17.664,48.378,0.00569501255834846,1168.55299568359,-0.014,Not Significant
Siaya,1,Individual,Goat Incidence,-2.916,9.577,-0.304,0.761,-18.671,12.839,0.00569501255834846,1168.55299568359,-0.014,Not Significant
Siaya,2,Individual,(Intercept),4.416,23.589,0.187,0.852,-34.388,43.22,0.0169026842977603,1157.38524513072,-0.002,Not Significant
Siaya,2,Individual,Camel incidence,,,,,,,0.0169026842977603,1157.38524513072,-0.002,
Siaya,2,Individual,Sheep incidence,,,,,,,0.0169026842977603,1157.38524513072,-0.002,
Siaya,2,Individual,Cattle incidence,-18.17,20.055,-0.906,0.367,-51.161,14.821,0.0169026842977603,1157.38524513072,-0.002,Not Significant
Siaya,2,Individual,Goat Incidence,-3.991,9.569,-0.417,0.677,-19.732,11.749,0.0169026842977603,1157.38524513072,-0.002,Not Significant
Siaya,3,Individual,(Intercept),4.352,23.79,0.183,0.855,-34.782,43.487,0.0193047417516322,1147.17876372284,0,Not Significant
Siaya,3,Individual,Camel incidence,,,,,,,0.0193047417516322,1147.17876372284,0,
Siaya,3,Individual,Sheep incidence,,,,,,,0.0193047417516322,1147.17876372284,0,
Siaya,3,Individual,Cattle incidence,-28.078,20.13,-1.395,0.166,-61.192,5.035,0.0193047417516322,1147.17876372284,0,Not Significant
Siaya,3,Individual,Goat Incidence,4.646,9.604,0.484,0.63,-11.153,20.445,0.0193047417516322,1147.17876372284,0,Not Significant
Siaya,4,Individual,(Intercept),3.677,22.635,0.162,0.871,-33.558,40.912,0.128716043471786,1124.95298992118,0.111,Not Significant
Siaya,4,Individual,Camel incidence,,,,,,,0.128716043471786,1124.95298992118,0.111,
Siaya,4,Individual,Sheep incidence,,,,,,,0.128716043471786,1124.95298992118,0.111,
Siaya,4,Individual,Cattle incidence,55.945,19.061,2.935,0.004,24.59,87.3,0.128716043471786,1124.95298992118,0.111,Significant
Siaya,4,Individual,Goat Incidence,7.113,9.094,0.782,0.436,-7.847,22.073,0.128716043471786,1124.95298992118,0.111,Not Significant
Siaya,5,Individual,(Intercept),4.135,23.684,0.175,0.862,-34.825,43.094,0.0645212607521098,1122.31805255075,0.046,Not Significant
Siaya,5,Individual,Camel incidence,,,,,,,0.0645212607521098,1122.31805255075,0.046,
Siaya,5,Individual,Sheep incidence,,,,,,,0.0645212607521098,1122.31805255075,0.046,
Siaya,5,Individual,Cattle incidence,-46.565,19.846,-2.346,0.021,-79.213,-13.918,0.0645212607521098,1122.31805255075,0.046,Significant
Siaya,5,Individual,Goat Incidence,1.018,9.469,0.107,0.915,-14.559,16.594,0.0645212607521098,1122.31805255075,0.046,Not Significant
Siaya,6,Individual,(Intercept),4.252,24.392,0.174,0.862,-35.873,44.377,0.0273468965749972,1116.32195619177,0.007,Not Significant
Siaya,6,Individual,Camel incidence,,,,,,,0.0273468965749972,1116.32195619177,0.007,
Siaya,6,Individual,Sheep incidence,,,,,,,0.0273468965749972,1116.32195619177,0.007,
Siaya,6,Individual,Cattle incidence,33.735,20.339,1.659,0.1,0.277,67.193,0.0273468965749972,1116.32195619177,0.007,Significant
Siaya,6,Individual,Goat Incidence,-8.239,9.704,-0.849,0.398,-24.203,7.724,0.0273468965749972,1116.32195619177,0.007,Not Significant
Taita Taveta,0,Combined,(Intercept),1.062,13.569,0.078,0.938,-21.26,23.384,0.000621451989207798,1062.04756540604,-0.009,Not Significant
Taita Taveta,0,Combined,Total animal incidence,-0.192,0.753,-0.256,0.799,-1.431,1.046,0.000621451989207798,1062.04756540604,-0.009,Not Significant
Taita Taveta,1,Combined,(Intercept),1.573,13.69,0.115,0.909,-20.947,24.092,0.000530130963262692,1053.03143857036,-0.009,Not Significant
Taita Taveta,1,Combined,Total animal incidence,-0.178,0.756,-0.235,0.815,-1.421,1.066,0.000530130963262692,1053.03143857036,-0.009,Not Significant
Taita Taveta,2,Combined,(Intercept),1.38,13.799,0.1,0.921,-21.32,24.079,0.00348520857428037,1043.81706015029,-0.006,Not Significant
Taita Taveta,2,Combined,Total animal incidence,0.455,0.759,0.6,0.55,-0.793,1.703,0.00348520857428037,1043.81706015029,-0.006,Not Significant
Taita Taveta,3,Combined,(Intercept),1.453,13.933,0.104,0.917,-21.467,24.372,0.00352437907703478,1034.92127138962,-0.006,Not Significant
Taita Taveta,3,Combined,Total animal incidence,-0.458,0.762,-0.601,0.549,-1.712,0.796,0.00352437907703478,1034.92127138962,-0.006,Not Significant
Taita Taveta,4,Combined,(Intercept),0.74,14.133,0.052,0.958,-22.509,23.99,0.00378605845484526,1025.98614624956,-0.006,Not Significant
Taita Taveta,4,Combined,Total animal incidence,0.668,1.079,0.62,0.537,-1.106,2.443,0.00378605845484526,1025.98614624956,-0.006,Not Significant
Taita Taveta,5,Combined,(Intercept),1.695,14.021,0.121,0.904,-21.369,24.76,0.0295240289326772,1014.40262932195,0.02,Not Significant
Taita Taveta,5,Combined,Total animal incidence,-10.026,5.748,-1.744,0.084,-19.482,-0.57,0.0295240289326772,1014.40262932195,0.02,Significant
Taita Taveta,6,Combined,(Intercept),1.125,14.32,0.079,0.938,-22.431,24.682,0.00603133284472274,1007.76328085957,-0.004,Not Significant
Taita Taveta,6,Combined,Total animal incidence,-4.528,5.842,-0.775,0.44,-14.138,5.082,0.00603133284472274,1007.76328085957,-0.004,Not Significant
Taita Taveta,0,Individual,(Intercept),1.062,13.569,0.078,0.938,-21.26,23.384,0.000621451989207798,1062.04756540604,-0.009,Not Significant
Taita Taveta,0,Individual,Camel incidence,,,,,,,0.000621451989207798,1062.04756540604,-0.009,
Taita Taveta,0,Individual,Sheep incidence,,,,,,,0.000621451989207798,1062.04756540604,-0.009,
Taita Taveta,0,Individual,Cattle incidence,-0.192,0.753,-0.256,0.799,-1.431,1.046,0.000621451989207798,1062.04756540604,-0.009,Not Significant
Taita Taveta,0,Individual,Goat Incidence,,,,,,,0.000621451989207798,1062.04756540604,-0.009,
Taita Taveta,1,Individual,(Intercept),1.573,13.69,0.115,0.909,-20.947,24.092,0.000530130963262692,1053.03143857036,-0.009,Not Significant
Taita Taveta,1,Individual,Camel incidence,,,,,,,0.000530130963262692,1053.03143857036,-0.009,
Taita Taveta,1,Individual,Sheep incidence,,,,,,,0.000530130963262692,1053.03143857036,-0.009,
Taita Taveta,1,Individual,Cattle incidence,-0.178,0.756,-0.235,0.815,-1.421,1.066,0.000530130963262692,1053.03143857036,-0.009,Not Significant
Taita Taveta,1,Individual,Goat Incidence,,,,,,,0.000530130963262692,1053.03143857036,-0.009,
Taita Taveta,2,Individual,(Intercept),1.38,13.799,0.1,0.921,-21.32,24.079,0.00348520857428037,1043.81706015029,-0.006,Not Significant
Taita Taveta,2,Individual,Camel incidence,,,,,,,0.00348520857428037,1043.81706015029,-0.006,
Taita Taveta,2,Individual,Sheep incidence,,,,,,,0.00348520857428037,1043.81706015029,-0.006,
Taita Taveta,2,Individual,Cattle incidence,0.455,0.759,0.6,0.55,-0.793,1.703,0.00348520857428037,1043.81706015029,-0.006,Not Significant
Taita Taveta,2,Individual,Goat Incidence,,,,,,,0.00348520857428037,1043.81706015029,-0.006,
Taita Taveta,3,Individual,(Intercept),1.453,13.933,0.104,0.917,-21.467,24.372,0.00352437907703478,1034.92127138962,-0.006,Not Significant
Taita Taveta,3,Individual,Camel incidence,,,,,,,0.00352437907703478,1034.92127138962,-0.006,
Taita Taveta,3,Individual,Sheep incidence,,,,,,,0.00352437907703478,1034.92127138962,-0.006,
Taita Taveta,3,Individual,Cattle incidence,-0.458,0.762,-0.601,0.549,-1.712,0.796,0.00352437907703478,1034.92127138962,-0.006,Not Significant
Taita Taveta,3,Individual,Goat Incidence,,,,,,,0.00352437907703478,1034.92127138962,-0.006,
Taita Taveta,4,Individual,(Intercept),0.74,14.133,0.052,0.958,-22.509,23.99,0.00378605845484526,1025.98614624956,-0.006,Not Significant
Taita Taveta,4,Individual,Camel incidence,,,,,,,0.00378605845484526,1025.98614624956,-0.006,
Taita Taveta,4,Individual,Sheep incidence,,,,,,,0.00378605845484526,1025.98614624956,-0.006,
Taita Taveta,4,Individual,Cattle incidence,0.668,1.079,0.62,0.537,-1.106,2.443,0.00378605845484526,1025.98614624956,-0.006,Not Significant
Taita Taveta,4,Individual,Goat Incidence,,,,,,,0.00378605845484526,1025.98614624956,-0.006,
Taita Taveta,5,Individual,(Intercept),1.695,14.021,0.121,0.904,-21.369,24.76,0.0295240289326772,1014.40262932195,0.02,Not Significant
Taita Taveta,5,Individual,Camel incidence,,,,,,,0.0295240289326772,1014.40262932195,0.02,
Taita Taveta,5,Individual,Sheep incidence,,,,,,,0.0295240289326772,1014.40262932195,0.02,
Taita Taveta,5,Individual,Cattle incidence,-10.026,5.748,-1.744,0.084,-19.482,-0.57,0.0295240289326772,1014.40262932195,0.02,Significant
Taita Taveta,5,Individual,Goat Incidence,,,,,,,0.0295240289326772,1014.40262932195,0.02,
Taita Taveta,6,Individual,(Intercept),1.125,14.32,0.079,0.938,-22.431,24.682,0.00603133284472274,1007.76328085957,-0.004,Not Significant
Taita Taveta,6,Individual,Camel incidence,,,,,,,0.00603133284472274,1007.76328085957,-0.004,
Taita Taveta,6,Individual,Sheep incidence,,,,,,,0.00603133284472274,1007.76328085957,-0.004,
Taita Taveta,6,Individual,Cattle incidence,-4.528,5.842,-0.775,0.44,-14.138,5.082,0.00603133284472274,1007.76328085957,-0.004,Not Significant
Taita Taveta,6,Individual,Goat Incidence,,,,,,,0.00603133284472274,1007.76328085957,-0.004,
Tana River,0,Combined,(Intercept),1.514,48.07,0.031,0.975,-77.561,80.589,0.000512706748391468,1332.72273372393,-0.009,Not Significant
Tana River,0,Combined,Total animal incidence,0.334,1.439,0.232,0.817,-2.034,2.702,0.000512706748391468,1332.72273372393,-0.009,Not Significant
Tana River,1,Combined,(Intercept),-0.545,48.36,-0.011,0.991,-80.097,79.007,0.00558113663684679,1320.58339724993,-0.004,Not Significant
Tana River,1,Combined,Total animal incidence,1.101,1.441,0.764,0.447,-1.27,3.472,0.00558113663684679,1320.58339724993,-0.004,Not Significant
Tana River,2,Combined,(Intercept),1.886,48.658,0.039,0.969,-78.157,81.929,0.00983427968615873,1308.46008318033,0,Not Significant
